,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
125,41,g_6,559754850619.3181,1.0,-16.775290480246454,-5630784.747380969,1.353609593797914e+16,-105140466.85746151,1446.9129046441658,Converged,58682649324206.0,-105888634.51956628,129610.01583109656,143612.06320348303,9689.698660106495,343271.70321855025,617.8743896653654,345086.01613848656,333246.28742228507,385.1952142698723
126,42,g_4,47206406953838.79,1.0,-17.17633793513821,-93646456.78353089,8713042753372205.0,34652681.872464,1406.323179165785,Converged,60736482942867.0,41523373.7556617,5407.713966896742,10254530.913243718,11409284.166085962,1566.4689245976765,1315907.0184055911,478.8520729566776,1419316.618206439,1319651.5345575614
127,42,g_5,147460775146871.56,1.0,-17.79526323687501,12763669.648511807,1.3401801012667632e+16,-166809992.32963565,1476.135627873498,Converged,256260911286950.0,-154666649.49716684,4451854.410919515,9945.953181595964,38542.90827350972,476.73722903596376,1873.6684409683032,3282020.9543008097,433.8292471196261,3651660.0886384337
128,42,g_6,76697777559.43222,1.0,-16.604560077960212,-8770010.510625264,1.3377180840392218e+16,141833276.3750616,1447.1129894378762,Converged,42030568044340.0,142110220.01113117,128675.14623660516,137608.88406850913,9712.788590870397,322029.9045458824,617.9571432005155,325091.9020635304,312587.2125572201,382.67113827232475
129,43,g_4,8464854848.809859,1.0,-15.86890185694035,-90394085.61506638,8746007074334994.0,-215521721.46844813,1407.5002774093207,Converged,9660344245785.0,-215429716.822648,5570.05970757906,17842827.331387408,15401764.991384126,1510.154316357765,21523993.526622154,472.09902601954104,17417713.004631527,16960442.89554973
130,43,g_5,334977838907706.8,1.0,-18.17439808980247,11819290.641258828,1.3646681615667444e+16,-61761124.03724771,1476.4600670869886,Converged,492877845203626.0,-80063523.85005113,95884.18533188339,9776.037842634127,74900.16582436844,469.70950634045715,1839.149445056855,97039.6992029194,432.57142145226277,107245.18740686667
131,43,g_6,296884095025184.9,1.0,-18.274389104951528,-5779668.016960162,1.3564176138286562e+16,-76896501.97237775,1445.7804894287196,Converged,137845350107092.0,-94126826.83945976,226043.9274124219,253051.74527764643,9201.245161509893,627975.898946893,616.2033696606507,635231.0735667241,606014.1173401807,386.34117365629515
132,44,g_4,2690899727228.8784,1.0,-16.224767832496735,-90506090.98755543,8772984612881476.0,-208231257.1653425,1407.124372241096,Converged,16781724160971.0,-206590860.9549016,5593.924220049944,7812407.977158919,6816515.452706767,1495.8666404121332,9571936.083058445,474.9804369741498,8053863.707836381,8275040.638394488
133,44,g_5,476955007960812.6,1.0,-18.32179376581506,9726110.703988241,1.3680781589174852e+16,63480536.68198186,1475.5452044705216,Converged,423790012995612.0,85319836.30355427,4386393.633960754,10067.290913312603,39858.0200945346,475.45282119020436,1871.1884378275658,2116058.838029735,441.5951620236479,2693241.5379909645
134,44,g_6,17786867230294.082,1.0,-17.169341910414833,-5321677.135318365,1.3466471227810424e+16,-126090681.62980527,1446.5250353818933,Converged,111001769922162.0,-130308129.58209752,140107.78073610656,154617.10137404274,9538.554340738649,384215.96761142556,617.6592222866698,384752.8187744187,368857.38473651145,385.0585753288971
135,45,g_4,839743315019109.8,0.0,-21.037083207238947,-92587303.93111958,8909636283067847.0,-13176064.618673816,1403.4434570086914,Converged,105698905643796.0,-42154389.53608596,5143.690823531182,9580615.984161783,13973085.270978784,1873.4608432805244,1635170.9489346677,472.6438933310887,1902269.6678002374,2005323.1139760835
136,45,g_5,1152327122482896.8,0.0,-20.386233367387863,9733115.13193781,1.3681878799591442e+16,50798350.08697447,1471.4840868375973,Converged,190313243423234.0,84744294.21116841,231031.48904328296,10592.705172566857,157551.30099604226,511.6882997329136,1782.347137940349,7013.838138148477,450.65522075578895,34397.51528576588
137,45,g_6,314578884339.8482,1.0,-17.233394636690225,-5097075.005198696,1.3406291103824738e+16,-148612567.85532054,1446.4878784082032,Converged,147785585132620.0,-148051694.53242147,139048.65101276105,149609.0040420535,9452.120101071832,382446.479937275,618.7223747312349,375105.84569015703,369643.9562803963,385.41789384807305
138,46,g_4,50809045620288.7,0.0,-19.985673343056526,-92368467.62262125,8927118265826014.0,-51414957.03331609,1403.577132007572,Converged,5811676791097.0,-58543003.44311792,6045.277692361919,153447740.4475025,189154818.99831218,1504.7785353652832,14376160.749504589,479.54410313272166,19174979.106232375,15995589.089460135
139,46,g_5,279808554000850.9,1.0,-18.176772162335528,11781092.740664883,1.3653584320861664e+16,-60318423.887032405,1473.4744214242028,Converged,624095741076078.0,-77045902.89616139,343246.4395226491,10026.47025923058,229421.87460215585,485.77702577217764,1782.7738023930297,7157.985351587701,443.7856401343609,49976.58804112415
140,46,g_6,156084711361785.1,1.0,-17.81442623529583,-9884197.219314994,1.2941650468284114e+16,217637569.1353531,1445.8923623184032,Converged,259314433795468.0,230130955.8403977,133270.60596577157,145409.87394947745,9553.21280640135,354964.21053027565,609.6626109084539,359796.9295795986,356712.03932128876,381.94932363855486
